ì˙ït,ójì˙_x,ë‰îÑè„çáåv,ë‰îÑè„,ë‰ëeóòçáåv,ë‰ëeóò,ë≈çû,ëçë≈çû,óòâvó¶,óLå¯S,ì¸è‹S1,BA,MY,èoã ó¶,ãqëÿó¶,ã íPâø,ã óò,äÑêî,èüó¶,åiïiäzïΩãœ,ë‰êî,å≥ÉtÉ@ÉCÉã,ójì˙_y,ïΩãœãCâ∑,ç≈çÇãCâ∑,ç≈í·ãCâ∑,ì˙è∆éûä‘(éûä‘),ïΩãœåªínãCà≥(hPa),ç≈ëÂïóë¨(m/s),ç≈ëÂïóë¨(m/s).2,ïΩãœïóë¨(m/s),ç~êÖó 
2023/12/4,åé,9363700,16144,1692013,2917,18965,10999880,0.1807,5.58,5.78,84.92,9819,0.9672,1.593,0.851,0.154,9.17,0.3828,14806,580,2023,åé,9.8,16.3,3.3,8,1020.2,5.7,ñkêº,2.5,0
2023/12/5,âŒ,11134000,19197,2233393,3851,21393,12407750,0.2006,5.53,5.75,84.43,10935,0.9463,1.5351,0.897,0.18,8.69,0.3931,16682,580,2023,âŒ,10.8,14.3,8.4,0.3,1013.7,5.4,êºñkêº,2.2,11.5
2023/12/7,ñÿ,9903500,17075,2160859,3726,20441,11856020,0.2182,5.55,5.77,83.9,10124,0.9447,1.6222,0.835,0.182,8.57,0.3483,14641,580,2023,ñÿ,14.1,18.7,8.9,9.5,1013.4,9.1,êº,5.3,0
2023/12/8,ã‡,10968500,18911,1758293,3032,20062,11635680,0.1603,5.51,5.74,84.23,10828,0.9395,1.5375,0.943,0.151,8.55,0.3931,16164,580,2023,ã‡,11.4,19.1,5,9.3,1019.1,4.9,ñkêº,2.9,0
2023/12/9,ìy,14096800,24305,3732284,6435,26260,15231060,0.2648,5.5,5.72,84.62,12935,0.9313,1.6532,0.926,0.245,8.24,0.3707,20016,580,2023,ìy,12.7,19.1,8.1,1.8,1019.6,4.8,êºñkêº,2.5,0
2023/12/10,ì˙,13821500,23830,3350920,5777,26072,15121650,0.2424,5.49,5.71,84.65,12857,0.9224,1.6538,0.914,0.222,8.01,0.369,19092,580,2023,ì˙,14.2,21.5,7.9,7.4,1020.3,4.2,êº,2.5,0
2023/12/11,åé,11766900,20288,2154273,3714,21423,12425520,0.1831,5.48,5.68,84.03,11738,0.953,1.527,0.947,0.173,8.88,0.3948,18009,580,2023,åé,16.2,18.4,13.7,0,1015,5.5,ñkìå,2.2,66
2023/12/12,âŒ,10612000,18297,3157610,5444,19536,11331000,0.2976,5.49,5.7,83.52,10357,0.9073,1.5377,0.937,0.279,7.79,0.3483,14256,580,2023,âŒ,18.6,22.1,13.4,4.4,1010.8,8,êºìÏêº,4.3,1
2023/12/13,êÖ,10207400,17599,2653489,4575,18618,10798640,0.26,5.48,5.69,84.68,9851,0.9301,1.5315,0.945,0.246,8.32,0.3655,14648,580,2023,êÖ,12.6,17.6,8.1,8.2,1023.4,5.5,ìå),2.5,0
2023/12/14,ñÿ,9359700,16137,1252553,2160,19196,11133550,0.1338,5.47,5.67,84.04,10145,0.9656,1.574,0.841,0.113,9.14,0.3741,14744,580,2023,ñÿ,14.8,20.3,8.7,2.2,1023.2,4.1,êºñkêº,2,0
2023/12/15,ã‡,11625400,20044,3100880,5346,21976,12746050,0.2667,5.45,5.65,83.96,11073,0.9116,1.547,0.912,0.243,7.86,0.3569,15752,580,2023,ã‡,19,25.6,12.8,4.4,1013.9,7.9,êºìÏêº,3.6,0
2023/12/16,ìy,14070200,24259,2119148,3654,27731,16084010,0.1506,5.47,5.68,83.96,13314,0.9534,1.6429,0.875,0.132,8.79,0.4034,21336,580,2023,ìy,14.8,21.1,8.4,2.1,1014,11.6,êº,6.4,0
2023/12/17,ì˙,15669800,27017,3774535,6508,29223,16949400,0.2409,5.48,5.71,84.87,14067,0.9395,1.6587,0.925,0.223,8.44,0.4052,22811,580,2023,ì˙,6.7,10.3,2.4,9.2,1024.6,8.9,êºñkêº,5.4,0
2023/12/18,åé,12295300,21199,2784596,4801,23552,13660000,0.2265,5.5,5.72,84.3,11774,0.9391,1.5662,0.9,0.204,8.5,0.3759,18012,580,2023,åé,5.4,11,-1,6.5,1028,3.5,êºñkêº,2,0
2023/12/19,âŒ,13142500,22659,2918051,5031,25108,14562720,0.222,5.47,5.69,84.35,12190,0.9327,1.5391,0.902,0.2,8.38,0.3828,18985,580,2023,âŒ,7.2,8.4,5.7,0,1022.4,4.3,ñkêº,1.9,20.5
2023/12/20,êÖ,13315300,22957,1526231,2631,25949,15050650,0.1146,5.66,5.91,84.92,12971,0.9745,1.5869,0.885,0.101,9.36,0.3931,21486,580,2023,êÖ,8.9,12.7,6.9,3.4,1019.5,8.7,êºñkêº,4.1,0
2023/12/22,ã‡,11674400,20128,2678761,4619,21096,12235460,0.2295,5.63,5.88,84.91,10690,0.9415,1.5499,0.954,0.219,8.56,0.3517,17238,580,2023,ã‡,2.9,8.2,-0.7,8,1028.5,8.3,êº,4,0
2023/12/23,ìy,13391700,23089,2423792,4179,25759,14940160,0.181,5.7,5.97,84.95,12734,0.9629,1.6012,0.896,0.162,9.06,0.3948,20929,580,2023,ìy,3.5,10.7,-2.7,9.1,1031.9,4.5,ñkêº,2.3,0
2023/12/24,ì˙,12573000,21678,1697858,2927,24649,14296180,0.135,5.68,5.95,84.39,12485,0.9735,1.6656,0.879,0.119,9.31,0.4207,20174,580,2023,ì˙,6.4,13.8,-0.5,6.3,1027.4,5.2,êºñkêº,2.6,0
2023/12/25,åé,10693600,18437,982667,1694,19926,11557110,0.0919,5.66,5.9,84.95,10837,0.9868,1.5481,0.925,0.085,9.68,0.4103,17840,580,2023,åé,7.8,13.8,3.3,8.3,1025.3,8,êºñkêº,3.8,0
2023/12/26,âŒ,10999000,18964,2910649,5018,20769,12045850,0.2646,5.64,5.89,84.62,10737,0.9486,1.5932,0.913,0.242,8.71,0.3638,16525,580,2023,âŒ,6.3,13.9,-0.7,9.7,1027.5,4.9,êºìÏêº,2.7,0
2023/12/27,êÖ,11987100,20667,1711721,2951,21441,12435910,0.1428,5.62,5.88,84.7,11978,0.9649,1.5452,0.964,0.138,9.15,0.4,18916,580,2023,êÖ,7.8,15.4,1.6,8.3,1027.1,5.3,êºñkêº,2.9,0
2023/12/28,ñÿ,13071400,22537,2937818,5065,23378,13559290,0.2248,5.54,5.76,84.71,12252,0.9471,1.5958,0.964,0.217,8.69,0.3741,19577,580,2023,ñÿ,9.9,17.8,4.8,5.6,1024.2,5,êºñkêº,2.7,0
2023/12/29,ã‡,13728100,23669,2005249,3457,25672,14889830,0.1461,5.52,5.75,84.45,13238,0.9741,1.6207,0.922,0.135,9.34,0.419,22119,580,2023,ã‡,9.8,16.5,3.5,9.5,1022.6,4.5,êºñkêº,2.7,0
2023/12/30,ìy,14650600,25260,2195283,3785,25811,14970370,0.1498,5.53,5.75,85.02,13400,0.9518,1.596,0.979,0.147,8.82,0.3966,22271,580,2023,ìy,10.3,15.8,4.7,1.9,1017.7,4.7,ñkêº,2.6,8
2023/12/31,ì˙,9916000,17097,1992152,3435,16211,9402310,0.2009,5.5,5.74,85.05,9769,0.9536,1.5243,1.055,0.212,8.91,0.4069,15236,580,2023,ì˙,12.9,18.5,6.3,8.7,1012.1,14.1,êº,5.7,0
2024/1/1,åé,10888700,18774,1770607,3053,21317,12363600,0.1626,5.51,5.74,84.82,11407,0.962,1.6494,0.881,0.143,9.03,0.3897,16944,580,2024,åé,8.7,14.8,3.4,9.4,1021.8,5.1,ìå,2.7,0
2024/1/2,âŒ,15175700,26165,2928555,5049,29328,17010350,0.193,5.52,5.75,84.61,0,0.9483,1.6587,0.892,0.172,8.66,0.3983,22655,580,2024,âŒ,9.8,18,4,9.5,1019.4,5.7,ìå,3,0
2024/1/3,êÖ,16336600,28167,3646021,6286,30197,17514270,0.2232,5.52,5.74,84.54,14565,0.9237,1.6428,0.933,0.208,8.05,0.369,22685,580,2024,êÖ,9.9,14.7,6.3,0.7,1014,6.9,êºìÏêº,3.6,0
2024/1/4,ñÿ,15689000,27050,3035988,5234,29099,16877590,0.1935,5.51,5.74,84.5,14263,0.9533,1.6246,0.93,0.18,8.82,0.4086,23857,580,2024,ñÿ,7.8,14,3.7,9.6,1019.5,4.9,êºñkêº,2.4,0
2024/1/5,ã‡,13142800,22660,2916872,5029,25294,14670640,0.2219,5.54,5.75,84.09,12432,0.9297,1.5983,0.896,0.199,8.24,0.3724,18681,580,2024,ã‡,8.6,17,1.7,9.5,1020.9,6.1,êº,3.2,0
2024/1/6,ìy,15505500,26734,2934908,5060,29443,17077100,0.1893,5.52,5.73,84.35,13865,0.9385,1.642,0.908,0.172,8.43,0.3828,22526,580,2024,ìy,11.8,19.1,5.8,5.3,1016.4,5,êºñkêº,3,0
2024/1/7,ì˙,15492400,26711,3316402,5718,30020,17411800,0.2141,5.52,5.74,84.35,14274,0.9332,1.6805,0.89,0.19,8.25,0.4052,22032,580,2024,ì˙,8.7,13.7,4.7,9.6,1018.5,9.6,êºñkêº,5.4,0
2024/1/8,åé,15492400,26711,3199297,5516,29136,16898770,0.2065,5.53,5.75,84.31,14117,0.9435,1.6363,0.917,0.189,8.55,0.4207,22844,580,2024,åé,5.5,10.5,-0.1,9.2,1022.5,4.4,êº,2.6,0
2024/1/9,âŒ,11634400,20059,1771185,3054,23027,13355600,0.1522,5.54,5.74,84.3,11887,0.9727,1.5661,0.871,0.133,9.32,0.4138,18691,580,2024,âŒ,7.5,15.1,1.6,4.5,1018.9,4.5,êºñkêº,2.6,0
2024/1/11,ñÿ,14419900,24862,1717945,2962,28265,16393940,0.1191,5.59,5.82,84.85,13480,0.986,1.5953,0.88,0.105,9.64,0.4345,23977,580,2024,ñÿ,9.3,15.5,2.9,9.8,1013.9,6.5,êº,3.5,0
2024/1/12,ã‡,11686300,20149,2082836,3591,23795,13801140,0.1782,5.55,5.78,84.82,11735,0.9585,1.6403,0.847,0.151,8.92,0.3672,17976,580,2024,ã‡,11,17.3,4.8,9.4,1015.4,9,êº,4.3,0
2024/1/13,ìy,15567200,26840,3900642,6725,30181,17504710,0.2506,5.55,5.77,84.44,13957,0.9453,1.6974,0.889,0.223,8.55,0.3931,22954,580,2024,ìy,10.4,18,4.8,9.6,1018.1,7.4,êºñkêº,2.8,0
2024/1/14,ì˙,14982500,25832,4041872,6969,28536,16551120,0.2698,5.53,5.76,84.71,13521,0.9276,1.6516,0.905,0.244,8.14,0.3552,21017,580,2024,ì˙,9.7,18.5,0.9,9.7,1021.5,6.6,êºìÏêº,3.4,0
2024/1/15,åé,11252800,19401,1063026,1833,23269,13495790,0.0945,5.52,5.75,84.89,11846,0.9939,1.6228,0.834,0.079,9.84,0.4362,19092,580,2024,åé,12.4,18.1,5.6,9.2,1017.1,8.9,êº,4,0
2024/1/16,âŒ,10999100,18964,2359094,4067,22276,12920170,0.2145,5.51,5.73,84.7,11329,0.9537,1.5875,0.851,0.183,8.83,0.3672,16749,580,2024,âŒ,7.1,14,0.1,9.9,1026.2,4.2,ìåñkìå,2.5,0
2024/1/17,êÖ,11629500,20051,2311471,3985,22586,13099930,0.1988,5.5,5.72,84.63,11416,0.9573,1.5909,0.888,0.176,8.93,0.3914,17910,580,2024,êÖ,9.5,18.8,1.7,9.8,1026.6,5.5,êº,2.7,0
2024/1/18,ñÿ,11711100,20192,3440029,5931,23741,13769800,0.2937,5.5,5.72,84.26,11289,0.9366,1.5921,0.85,0.25,8.4,0.3552,16957,580,2024,ñÿ,12.7,18.1,6.6,0.4,1020.6,5.2,ñkêº,2.9,0.5
2024/1/19,ã‡,12583900,21696,2768159,4773,25031,14517770,0.22,5.49,5.7,84.21,12465,0.9363,1.5811,0.867,0.191,8.42,0.3897,18275,580,2024,ã‡,14,16,12.4,0.2,1019.8,4.7,ñkìå,2.2,1
2024/1/20,ìy,15925500,27458,3158602,5446,31154,18069160,0.1983,5.5,5.73,84.49,14461,0.9693,1.6799,0.881,0.175,9.19,0.4362,25227,580,2024,ìy,13.9,15.6,12.5,0,1016.6,2.8,êºñkêº,1.2,6
2024/1/21,ì˙,15303600,26386,1934591,3336,29840,17307330,0.1264,5.52,5.75,84.53,14466,0.9679,1.678,0.884,0.112,9.16,0.4207,24160,580,2024,ì˙,15.7,19.2,11.5,4.3,1013.5,5.9,ñkìå,3.2,2
2024/1/22,åé,12753100,21988,3666933,6322,25597,14846440,0.2875,5.53,5.75,84.12,11982,0.9211,1.5892,0.859,0.247,8.03,0.3448,17667,580,2024,åé,9.7,16.6,4.8,6.3,1017.5,10.4,êº,5,0
2024/1/24,êÖ,12626600,21770,2657100,4581,26199,15195300,0.2104,5.53,5.75,84.6,12408,0.9414,1.5924,0.831,0.175,8.52,0.3862,18546,580,2024,êÖ,4.2,8.3,1,9.9,1017.7,10.7,êº,6.7,0
2024/1/25,ñÿ,12347800,21289,1860841,3208,25580,14836520,0.1507,5.63,5.88,84.88,12266,0.957,1.6093,0.832,0.125,8.9,0.4121,18952,580,2024,ñÿ,5.5,11.5,0.2,10.1,1021.3,8.1,êºìÏêº,5,0
2024/1/26,ã‡,12688300,21876,2618253,4514,24598,14266570,0.2064,5.64,5.87,85.18,12194,0.9408,1.5696,0.889,0.184,8.53,0.3707,18667,580,2024,ã‡,6.7,14,-0.4,10.1,1022.8,6,êº,3,0
2024/1/27,ìy,14584900,25146,2612846,4505,30000,17399760,0.1791,5.64,5.88,84.92,14051,0.9601,1.7084,0.838,0.15,8.93,0.4052,22445,580,2024,ìy,7.9,15.1,0.5,10,1022.4,5.6,êºìÏêº,3.1,0
2024/1/28,ì˙,15247200,26288,3835334,6613,29646,17194890,0.2515,5.62,5.85,84.92,13881,0.9422,1.694,0.887,0.223,8.47,0.3724,22271,580,2024,ì˙,8.4,13,2.9,5.6,1022.8,10.5,êºñkêº,4.2,0
2024/1/29,åé,11385800,19631,2888246,4980,22986,13332030,0.2537,5.58,5.82,84.86,11354,0.9261,1.58,0.854,0.217,8.18,0.3603,16055,580,2024,åé,7.3,15.4,0.4,10,1027.1,5.3,ñkêº,3,0
2024/1/30,âŒ,11268600,19429,2120707,3656,22122,12830860,0.1882,5.58,5.81,84.84,11335,0.9623,1.5642,0.878,0.165,9.06,0.3828,17608,580,2024,âŒ,9,14.2,3,0.4,1026.5,5.1,êºñkêº,2.5,0.5
2024/1/31,êÖ,11973300,20644,1303951,2248,23603,13689480,0.1089,5.58,5.82,84.76,12139,0.9721,1.569,0.875,0.095,9.3,0.4069,19208,580,2024,êÖ,12.3,16.5,9.6,0,1020.2,4.2,ìÏêº,1.5,8
2024/2/1,ñÿ,11941700,20589,1708668,2946,23716,13755480,0.1431,5.56,5.79,84.92,12399,0.9717,1.6032,0.868,0.124,9.28,0.4259,19109,580,2024,ñÿ,12.7,14.8,9.9,0.2,1017.5,4.4,êºìÏêº,2,19
2024/2/2,ã‡,12316100,21235,1372676,2367,24522,14222780,0.1115,5.55,5.75,84.87,12528,0.9943,1.6145,0.866,0.097,9.85,0.419,20922,580,2024,ã‡,11.7,13,9.1,0,1020.4,4.3,ìåñkìå,1.4,2.5
2024/2/3,ìy,14110100,24328,3098341,5342,28324,16427650,0.2196,5.51,5.72,84.74,13201,0.9422,1.6595,0.859,0.189,8.49,0.3776,20656,580,2024,ìy,10.1,12.5,8.5,0,1022.2,2.8,ñkñkìå,1.2,9
2024/2/4,ì˙,15006900,25874,3426681,5908,29598,17166650,0.2283,5.49,5.71,84.33,13975,0.947,1.6793,0.874,0.2,8.6,0.3793,22262,580,2024,ì˙,11.3,12.5,9.9,0,1019.8,3.5,ñkñkìå,1.4,5
2024/2/5,åé,14603400,25178,3083655,5317,27325,15848440,0.2112,5.47,5.69,84.67,13264,0.9303,1.5594,0.921,0.195,8.31,0.3552,20915,580,2024,åé,13.6,20,10.6,5.4,1011.6,12.6,êº,4.3,38
2024/2/7,êÖ,8888600,15325,1659529,2861,18444,10697460,0.1867,5.47,5.69,84.15,9648,0.9571,1.5527,0.831,0.155,8.93,0.3828,13689,580,2024,êÖ,12.1,16,8.5,4.7,1015.9,4.6,êº,2.3,0
2024/2/8,ñÿ,12881700,22210,2125270,3664,26078,15125140,0.165,5.54,5.76,84.71,12546,0.9645,1.5949,0.852,0.141,9.1,0.381,20205,580,2024,ñÿ,9.9,14,6.6,4.8,1015.1,4,ìåñkìå,2.3,0
2024/2/9,ã‡,11966400,20632,2094267,3611,23548,13657850,0.175,5.48,5.69,84.71,12000,0.9641,1.5888,0.876,0.153,9.1,0.381,18766,580,2024,ã‡,9.6,16.4,4,9.3,1016.9,8.2,êºñkêº,3.9,0
2024/2/10,ìy,15470600,26673,3073417,5299,29582,17157420,0.1987,5.51,5.73,84.67,13894,0.9555,1.6455,0.902,0.179,8.85,0.419,23603,580,2024,ìy,9.2,14.7,5.6,10.2,1019.9,9.1,êº,5.6,0
2024/2/11,ì˙,15009100,25878,3066944,5288,29479,17097720,0.2043,5.5,5.72,84.77,13812,0.952,1.6585,0.878,0.179,8.75,0.3759,22634,580,2024,ì˙,8.5,14.7,2.3,9.3,1021.5,9.7,êº,4.4,0
2024/2/12,åé,13473000,23229,2274966,3922,27514,15958240,0.1689,5.48,5.71,84.66,13358,0.9522,1.6629,0.844,0.143,8.75,0.3914,20318,580,2024,åé,9.5,14.6,4.3,10.4,1027.3,6.6,êº,2.8,0
2024/2/13,âŒ,10304000,17766,2178639,3756,21094,12234730,0.2114,5.48,5.69,84.54,10649,0.94,1.5838,0.842,0.178,8.5,0.3466,15102,580,2024,âŒ,11.6,20.6,3.3,9.8,1028.7,6.2,êº,3.3,0
2024/2/14,êÖ,10596400,18270,2629097,4533,20221,11727990,0.2481,5.48,5.69,84.89,10500,0.9309,1.5353,0.904,0.224,8.33,0.3655,15220,580,2024,êÖ,13.5,20.9,7.4,4.4,1024.4,4.5,êºñkêº,2.6,0
2024/2/15,ñÿ,11983600,20661,2521080,4347,23987,13912200,0.2104,5.45,5.68,84.25,12093,0.9294,1.5671,0.861,0.181,8.26,0.3293,17074,580,2024,ñÿ,16.8,23.1,12.6,4.4,1015.2,7.8,êºìÏêº,3.4,2
2024/2/16,ã‡,12277400,21168,2196318,3787,26707,15490030,0.1789,5.46,5.68,84.45,12563,0.9438,1.6292,0.793,0.142,8.54,0.3793,18071,580,2024,ã‡,12.8,15.7,9.8,2,1016.5,6.9,êºìÏêº,2.6,0
2024/2/17,ìy,15387100,26529,3376252,5821,32099,18617250,0.2194,5.5,5.7,84.49,14168,0.9663,1.7198,0.826,0.181,9.08,0.419,24076,580,2024,ìy,11.1,16.1,5.1,9.9,1020.2,4.9,ìåìÏìå,2.4,0
2024/2/18,ì˙,16739600,28861,4818687,8308,32759,19000420,0.2879,5.43,5.64,84.36,14542,0.9175,1.6799,0.881,0.254,7.84,0.3603,22624,580,2024,ì˙,13.5,18.9,6.3,10.2,1022.6,4.8,ìåìÏìå,2.4,0
2024/2/19,åé,14348100,24738,3237902,5583,28263,16392700,0.2257,5.42,5.63,84.43,12994,0.9318,1.576,0.875,0.198,8.31,0.3828,20547,580,2024,åé,17.3,20.6,13.9,1,1016,5.6,êºñkêº,2.3,8.5
2024/2/20,âŒ,11176025,19269,2901335,5002,22259,12909950,0.2596,5.43,5.63,83.99,11004,0.9344,1.5478,0.866,0.225,8.38,0.3776,16151,580,2024,âŒ,18.1,22,14.8,2.1,1016.6,5.1,êºñkêº,2.4,3
2024/2/21,êÖ,10724500,18491,2773370,4782,21756,12618320,0.2586,5.44,5.64,84.36,10956,0.9365,1.5752,0.85,0.22,8.42,0.3431,15560,580,2024,êÖ,20.3,24.1,17.1,0.9,1013.6,11,êºìÏêº,3.7,8
2024/2/22,ñÿ,11883300,20488,2406400,4149,23245,13482380,0.2025,5.44,5.65,84.62,11425,0.9238,1.5558,0.881,0.178,8.14,0.35,16682,580,2024,ñÿ,17.2,21.3,11.8,0.2,1014.7,7.7,êº,3.3,13.5
2024/2/23,ã‡,14996600,25856,3683523,6351,29529,17126670,0.2456,5.49,5.72,84.27,13827,0.9443,1.6679,0.876,0.215,8.54,0.3845,22073,580,2024,ã‡,10.4,11.9,9.6,0,1019.1,4.3,ñkñkìå,1.7,7
2024/2/24,ìy,15566800,26839,2760618,4760,30374,17616990,0.1773,5.52,5.74,84.48,14529,0.9528,1.6502,0.884,0.157,8.78,0.4172,23566,580,2024,ìy,9.2,11.2,6.6,0.1,1021.5,5.9,ñkìå,2.5,2
2024/2/25,ì˙,14907800,25703,3448205,5945,30104,17460220,0.2313,5.5,5.73,84.06,13885,0.9422,1.6602,0.854,0.197,8.49,0.3862,21809,580,2024,ì˙,11.2,14.8,8.4,0.3,1013.8,4.7,ìåñkìå,2,17
2024/2/26,åé,10163900,17524,2095350,3613,21270,12336590,0.2062,5.53,5.74,84.42,10957,0.9546,1.6108,0.824,0.17,8.83,0.3793,15477,580,2024,åé,10.5,15.8,5.5,6.9,1018.5,6.4,ñkñkìå,3.1,0
2024/2/27,âŒ,10500200,18104,2530479,4363,21194,12292790,0.241,5.52,5.74,84.5,10844,0.9445,1.5783,0.854,0.206,8.61,0.3879,15594,580,2024,âŒ,8.9,13.4,5,10.8,1023.1,6.7,ñkìå,3.4,0
2024/2/28,êÖ,9767600,16841,1443641,2489,20127,11673860,0.1478,5.53,5.75,84.33,10667,0.9529,1.5784,0.837,0.124,8.83,0.3914,14866,580,2024,êÖ,8.3,13.7,2,7.4,1024.8,4.2,ìåñkìå,2.2,0
2024/2/29,ñÿ,11238300,19376,2455460,4234,22881,13271240,0.2185,5.51,5.73,84.62,11579,0.9736,1.6234,0.847,0.185,9.32,0.4034,18051,580,2024,ñÿ,12.7,16.9,8.6,0,1014.3,7.8,êº,2.9,20
2024/3/1,ã‡,10972200,18918,1776922,3064,22780,13212190,0.1619,5.52,5.74,84.12,11110,0.9573,1.5922,0.83,0.134,8.92,0.4017,16870,580,2024,ã‡,11.8,16.6,6,10.7,1013,10.3,êº,6.1,0
2024/3/2,ìy,14864500,25628,2379953,4103,29818,17294300,0.1601,5.57,5.81,84.64,13983,0.9498,1.6444,0.86,0.138,8.7,0.4017,22293,580,2024,ìy,7,12.1,3.8,10.2,1017.7,6.7,êº,4.1,0
2024/3/3,ì˙,13953900,24058,3537594,6099,27645,16034220,0.2535,5.53,5.76,84.52,13355,0.9227,1.6074,0.87,0.221,8.06,0.3552,19392,580,2024,ì˙,8.4,15.7,2.8,9.9,1019.5,7.7,êºñkêº,4,0
2024/3/4,åé,12057200,20788,1507508,2599,24483,14199940,0.125,5.54,5.75,84.44,12622,0.9457,1.5575,0.849,0.106,8.66,0.3759,18012,580,2024,åé,10.8,16.8,4.1,9.1,1020.3,5.6,êºñkêº,3.3,2
2024/3/6,êÖ,12506800,21563,1892653,3263,24506,14213200,0.1513,5.53,5.75,84.54,12152,0.9652,1.5501,0.88,0.133,9.14,0.381,19715,580,2024,êÖ,13,15.3,10.3,0,1004.6,4.2,ìåñkìå,1.8,0.5
2024/3/7,ñÿ,13054700,22508,4035283,6957,26019,15091150,0.3091,5.62,5.84,84.91,11969,0.9145,1.6081,0.865,0.267,7.84,0.3448,17645,580,2024,ñÿ,11,15.9,5.9,8.8,1012.3,4.5,ìåìÏìå,2.1,0
2024/3/8,ã‡,12249700,21120,2162188,3728,24024,13933830,0.1765,5.59,5.82,85.21,11926,0.9714,1.602,0.879,0.155,9.27,0.3759,19572,580,2024,ã‡,10.7,15.5,6.8,10.9,1012,8.6,êºñkêº,5,0
2024/3/9,ìy,15468100,26669,2428660,4187,30947,17949120,0.157,5.61,5.84,85.15,14500,0.9654,1.6819,0.862,0.135,9.08,0.419,24227,580,2024,ìy,8.3,13.9,2.9,11.2,1018.2,5.7,ìåìÏìå,2.9,0
2024/3/10,ì˙,14675400,25302,2974230,5128,29946,17368890,0.2027,5.59,5.84,84.52,14385,0.9596,1.6905,0.845,0.171,8.92,0.3828,22569,580,2024,ì˙,8.2,13.5,2.4,9,1025.6,5,ìåìÏìå,2.7,0
2024/3/11,åé,12265900,21148,2550647,4398,24672,14309900,0.2079,5.55,5.77,84.73,11996,0.9402,1.5723,0.857,0.178,8.51,0.3776,17993,580,2024,åé,10.7,18,3.2,6.5,1020.8,5.9,ìÏìå,2.7,7.5
2024/3/12,âŒ,12531900,21607,1846047,3183,25653,14878470,0.1473,5.55,5.78,84.7,12356,0.9614,1.5886,0.842,0.124,9.03,0.3759,19504,580,2024,âŒ,13.7,19.4,9.2,7.5,1007.7,10.4,êºñkêº,4.2,20
2024/3/13,êÖ,11361600,19589,3249362,5602,23275,13499710,0.286,5.53,5.75,84.68,11194,0.9423,1.5739,0.842,0.241,8.55,0.3845,16752,580,2024,êÖ,11.8,17.7,6.5,11.2,1017.3,5.8,ìåìÏìå,3.3,0
2024/3/14,ñÿ,11644600,20077,1293559,2230,24216,14045350,0.1111,5.54,5.76,84.67,11971,0.967,1.5915,0.829,0.092,9.16,0.4138,18388,580,2024,ñÿ,12.6,18.5,7.1,9,1019.3,6.5,êº,3.2,0
2024/3/15,ã‡,13047800,22496,3784385,6525,25061,14535540,0.29,5.53,5.75,84.91,11994,0.907,1.5417,0.898,0.26,7.75,0.3155,17432,580,2024,ã‡,13,19.8,5.7,11.4,1021.1,6.6,ìåìÏìå,3.4,0
2024/3/16,ìy,14646000,25252,2030380,3501,30274,17558730,0.1386,5.56,5.79,85.02,13691,0.9611,1.661,0.834,0.116,8.98,0.4224,22670,580,2024,ìy,13.5,20.8,5.4,11.4,1020.1,6.3,ìåìÏìå,3.3,0
2024/3/17,ì˙,15442900,26626,2417914,4169,31219,18106870,0.1566,5.52,5.76,85.01,14540,0.969,1.6884,0.853,0.134,9.17,0.4207,24422,580,2024,ì˙,15.4,18.8,12.9,0.8,1011.9,5,êºìÏêº,2.4,11.5
2024/3/18,åé,15195600,26199,4170081,7190,29586,17159860,0.2744,5.54,5.78,84.48,13732,0.9387,1.5745,0.886,0.243,8.47,0.3655,22203,580,2024,åé,13.3,16.9,8.9,10.2,1015.9,6.1,ìåñkìå,3,0
2024/3/20,êÖ,15046300,25942,3420996,5898,29430,17069670,0.2274,5.56,5.79,84.79,13707,0.9452,1.6398,0.881,0.2,8.59,0.3845,22278,580,2024,êÖ,10.2,13.9,5.3,11.3,1014.3,12.5,êºñkêº,6.9,0
2024/3/21,ñÿ,11402700,19660,2079934,3586,23184,13446640,0.1824,5.55,5.78,84.72,11607,0.9693,1.5934,0.848,0.155,9.22,0.4034,18130,580,2024,ñÿ,9.1,17.7,1,11.7,1015.7,7.4,ìå,3.3,0
2024/3/22,ã‡,12370800,21329,3346210,5769,24663,14304730,0.2705,5.55,5.77,84.6,11779,0.9172,1.5558,0.865,0.234,7.98,0.3655,17011,580,2024,ã‡,11.4,16.9,5,9.1,1018.8,6.1,ìåìÏìå,3.2,0
2024/3/23,ìy,15933600,27472,3630743,6260,31469,18252080,0.2279,5.54,5.78,84.95,14520,0.9338,1.6274,0.873,0.199,8.32,0.3655,22845,580,2024,ìy,15.9,20.5,10.3,0,1016,4.6,êºñkêº,1.7,0
2024/3/24,ì˙,15127500,26082,2334251,4025,29822,17296720,0.1543,5.54,5.77,84.61,14555,0.9539,1.6603,0.875,0.135,8.8,0.3879,22958,580,2024,ì˙,18.5,19.7,16.8,0,1013.2,3.3,ìå,1.4,80
2024/3/25,åé,11491100,19812,776387,1339,24967,14480960,0.0676,5.53,5.76,84.39,12211,0.9919,1.5929,0.794,0.054,9.79,0.4259,19402,580,2024,åé,18.8,23.2,17.6,0,1010.4,5.7,ìÏêº,2.3,8
2024/3/26,âŒ,12104100,20869,2574518,4439,24848,14412120,0.2127,5.52,5.74,84.32,12202,0.9466,1.572,0.84,0.179,8.66,0.3931,18081,580,2024,âŒ,19.5,23.4,11,10.5,1007.9,16.3,êº,7.5,5.5
