É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2025/06/04 17:48:18

,,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË
2024/3/4,åé,10.8,8,1,16.8,8,1,4.1,8,1,9.1,0,8,1,1020.3,8,1,,0,1,5.6,8,êºñkêº,8,1,3.3,8,1,2.0,0,8,1
2024/3/5,âŒ,14.0,8,1,16.6,8,1,10.0,8,1,0.0,0,8,1,1007.3,8,1,,0,1,4.8,8,ñkñkêº,8,1,1.3,8,1,25.5,0,8,1
2024/3/6,êÖ,13.0,8,1,15.3,8,1,10.3,8,1,0.0,0,8,1,1004.6,8,1,,0,1,4.2,8,ìåñkìå,8,1,1.8,8,1,0.5,0,8,1
2024/3/7,ñÿ,11.0,8,1,15.9,8,1,5.9,8,1,8.8,0,8,1,1012.3,8,1,,0,1,4.5,8,ìåìÏìå,8,1,2.1,8,1,0.0,0,8,1
2024/3/8,ã‡,10.7,8,1,15.5,8,1,6.8,8,1,10.9,0,8,1,1012.0,8,1,,0,1,8.6,8,êºñkêº,8,1,5.0,8,1,0,1,8,1
2024/3/9,ìy,8.3,8,1,13.9,8,1,2.9,8,1,11.2,0,8,1,1018.2,8,1,,0,1,5.7,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2024/3/10,ì˙,8.2,8,1,13.5,8,1,2.4,8,1,9.0,0,8,1,1025.6,8,1,,0,1,5.0,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2024/3/11,åé,10.7,8,1,18.0,8,1,3.2,8,1,6.5,0,8,1,1020.8,8,1,,0,1,5.9,8,ìÏìå,8,1,2.7,8,1,7.5,0,8,1
2024/3/12,âŒ,13.7,8,1,19.4,8,1,9.2,8,1,7.5,0,8,1,1007.7,8,1,,0,1,10.4,8,êºñkêº,8,1,4.2,8,1,20.0,0,8,1
2024/3/13,êÖ,11.8,8,1,17.7,8,1,6.5,8,1,11.2,0,8,1,1017.3,8,1,,0,1,5.8,8,ìåìÏìå,8,1,3.3,8,1,0,1,8,1
2024/3/14,ñÿ,12.6,8,1,18.5,8,1,7.1,8,1,9.0,0,8,1,1019.3,8,1,,0,1,6.5,8,êº,8,1,3.2,8,1,0,1,8,1
2024/3/15,ã‡,13.0,8,1,19.8,8,1,5.7,8,1,11.4,0,8,1,1021.1,8,1,,0,1,6.6,8,ìåìÏìå,8,1,3.4,8,1,0,1,8,1
2024/3/16,ìy,13.5,8,1,20.8,8,1,5.4,8,1,11.4,0,8,1,1020.1,8,1,,0,1,6.3,8,ìåìÏìå,8,1,3.3,8,1,0,1,8,1
2024/3/17,ì˙,15.4,8,1,18.8,8,1,12.9,8,1,0.8,0,8,1,1011.9,8,1,,0,1,5.0,8,êºìÏêº,8,1,2.4,8,1,11.5,0,8,1
2024/3/18,åé,13.3,8,1,16.9,8,1,8.9,8,1,10.2,0,8,1,1015.9,8,1,,0,1,6.1,8,ìåñkìå,8,1,3.0,8,1,0,1,8,1
2024/3/19,âŒ,10.2,8,1,12.2,8,1,7.0,8,1,0.3,0,8,1,1016.5,8,1,,0,1,5.3,8,êº,8,1,2.6,8,1,3.5,0,8,1
2024/3/20,êÖ,10.2,8,1,13.9,8,1,5.3,8,1,11.3,0,8,1,1014.3,8,1,,0,1,12.5,8,êºñkêº,8,1,6.9,8,1,0,1,8,1
2024/3/21,ñÿ,9.1,8,1,17.7,8,1,1.0,8,1,11.7,0,8,1,1015.7,8,1,,0,1,7.4,8,ìå,8,1,3.3,8,1,0,1,8,1
2024/3/22,ã‡,11.4,8,1,16.9,8,1,5.0,8,1,9.1,0,8,1,1018.8,8,1,,0,1,6.1,8,ìåìÏìå,8,1,3.2,8,1,0,1,8,1
2024/3/23,ìy,15.9,8,1,20.5,8,1,10.3,8,1,0.0,0,8,1,1016.0,8,1,,0,1,4.6,8,êºñkêº,8,1,1.7,8,1,0.0,0,8,1
2024/3/24,ì˙,18.5,8,1,19.7,8,1,16.8,8,1,0.0,0,8,1,1013.2,8,1,,0,1,3.3,8,ìå,8,1,1.4,8,1,80.0,0,8,1
2024/3/25,åé,18.8,8,1,23.2,8,1,17.6,8,1,0.0,0,8,1,1010.4,8,1,,0,1,5.7,8,ìÏêº,8,1,2.3,8,1,8.0,0,8,1
2024/3/26,âŒ,19.5,8,1,23.4,8,1,11.0,8,1,10.5,0,8,1,1007.9,8,1,,0,1,16.3,8,êº,8,1,7.5,8,1,5.5,0,8,1
2024/3/27,êÖ,12.8,8,1,17.6,8,1,7.2,8,1,11.5,0,8,1,1020.6,8,1,,0,1,6.0,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2024/3/28,ñÿ,13.9,8,1,18.5,8,1,10.9,8,1,0.0,0,8,1,1013.6,8,1,,0,1,5.3,8,ìÏêº,8,1,2.1,8,1,14.5,0,8,1
2024/3/29,ã‡,19.5,8,1,25.9,8,1,14.8,8,1,10.9,0,8,1,1008.7,8,1,,0,1,8.5,8,êº,8,1,5.4,8,1,0.0,0,8,1
2024/3/30,ìy,20.0,8,1,27.4,8,1,14.1,8,1,8.4,0,8,1,1013.0,8,1,,0,1,6.9,8,êºìÏêº,8,1,4.8,8,1,0,1,8,1
2024/3/31,ì˙,19.0,8,1,26.5,8,1,15.0,8,1,6.1,0,8,1,1009.2,8,1,,0,1,7.1,8,êºìÏêº,8,1,3.7,8,1,5.5,0,8,1
2024/4/1,åé,18.8,8,1,28.2,8,1,14.0,8,1,11.5,0,8,1,1011.4,8,1,,0,1,7.2,8,ìå,8,1,3.7,8,1,0.0,0,8,1
2024/4/2,âŒ,17.4,8,1,21.9,8,1,11.7,8,1,3.1,0,8,1,1015.5,8,1,,0,1,5.1,8,ìå,8,1,2.7,8,1,2.0,0,8,1
2024/4/3,êÖ,20.2,8,1,26.8,8,1,15.5,8,1,1.7,0,8,1,1005.9,8,1,,0,1,12.3,8,êºìÏêº,8,1,4.2,8,1,28.5,0,8,1
2024/4/4,ñÿ,19.4,8,1,22.8,8,1,17.1,8,1,3.3,0,8,1,1009.1,8,1,,0,1,7.6,8,êº,8,1,3.4,8,1,0.0,0,8,1
2024/4/5,ã‡,15.8,8,1,17.9,8,1,14.7,8,1,0.0,0,8,1,1015.0,8,1,,0,1,3.2,8,ìå,8,1,1.5,8,1,7.0,0,8,1
2024/4/6,ìy,16.0,8,1,16.9,8,1,15.1,8,1,0.0,0,8,1,1016.1,8,1,,0,1,4.8,8,ìåñkìå,8,1,2.0,8,1,18.5,0,8,1
2024/4/7,ì˙,17.4,8,1,19.2,8,1,15.8,8,1,0.0,0,8,1,1014.8,8,1,,0,1,5.1,8,ñkìå,8,1,2.5,8,1,7.5,0,8,1
2024/4/8,åé,17.5,8,1,18.6,8,1,16.4,8,1,0.0,0,8,1,1011.5,8,1,,0,1,2.0,8,êºñkêº,8,1,1.0,8,1,18.0,0,8,1
2024/4/9,âŒ,17.6,8,1,20.9,8,1,14.2,8,1,8.7,0,8,1,1012.3,8,1,,0,1,10.0,8,ñkìå,8,1,4.3,8,1,27.0,0,8,1
2024/4/10,êÖ,14.4,8,1,18.3,8,1,9.2,8,1,11.6,0,8,1,1022.7,8,1,,0,1,6.5,8,ìåñkìå,8,1,3.2,8,1,0,1,8,1
2024/4/11,ñÿ,17.1,8,1,19.2,8,1,12.4,8,1,0.0,0,8,1,1021.1,8,1,,0,1,7.2,8,ìåñkìå,8,1,4.1,8,1,3.0,0,8,1
2024/4/12,ã‡,17.6,8,1,20.3,8,1,15.3,8,1,1.7,0,8,1,1016.6,8,1,,0,1,5.4,8,ìåñkìå,8,1,2.4,8,1,0.0,0,8,1
2024/4/13,ìy,16.7,8,1,22.1,8,1,13.6,8,1,5.0,0,8,1,1016.2,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.1,8,1,1.0,0,8,1
2024/4/14,ì˙,17.6,8,1,22.8,8,1,11.5,8,1,4.9,0,8,1,1019.0,8,1,,0,1,6.7,8,ìåñkìå,8,1,3.6,8,1,0,1,8,1
2024/4/15,åé,19.0,8,1,20.6,8,1,16.4,8,1,0.0,0,8,1,1015.6,8,1,,0,1,6.5,8,ìåìÏìå,8,1,3.6,8,1,20.0,0,8,1
2024/4/16,âŒ,20.1,8,1,23.2,8,1,18.3,8,1,3.2,0,8,1,1011.1,8,1,,0,1,5.5,8,ìåñkìå,8,1,2.5,8,1,3.0,0,8,1
2024/4/17,êÖ,19.8,8,1,23.4,8,1,16.2,8,1,4.5,0,8,1,1008.5,8,1,,0,1,5.5,8,ìåìÏìå,8,1,2.3,8,1,0.0,0,8,1
2024/4/18,ñÿ,18.8,8,1,23.6,8,1,14.9,8,1,6.3,0,8,1,1004.7,8,1,,0,1,5.3,8,ìåìÏìå,8,1,2.4,8,1,10.0,0,8,1
2024/4/19,ã‡,17.2,8,1,22.8,8,1,11.3,8,1,10.3,0,5,1,1011.4,8,1,,0,1,5.2,5,ìåìÏìå),5,1,2.8,5,1,0,1,8,1
2024/4/20,ìy,16.9,8,1,21.2,8,1,11.7,8,1,0.7,0,8,1,1011.7,8,1,,0,1,3.9,8,êºñkêº,8,1,1.7,8,1,21.5,0,8,1
2024/4/21,ì˙,20.1,8,1,25.2,8,1,17.0,8,1,0.3,0,8,1,1007.6,8,1,,0,1,4.6,8,ñkìå,8,1,1.5,8,1,26.5,0,8,1
2024/4/22,åé,20.6,8,1,24.9,8,1,18.8,8,1,1.9,0,8,1,1008.3,8,1,,0,1,5.5,8,ìåìÏìå,8,1,2.0,8,1,5.5,0,8,1
2024/4/23,âŒ,19.8,8,1,22.9,8,1,17.8,8,1,0.0,0,8,1,1007.0,8,1,,0,1,4.6,8,ñkñkìå,8,1,1.5,8,1,17.5,0,8,1
2024/4/24,êÖ,21.1,8,1,27.1,8,1,16.6,8,1,5.0,0,8,1,1005.0,8,1,,0,1,6.4,8,ìåñkìå,8,1,2.4,8,1,0.0,0,8,1
2024/4/25,ñÿ,18.3,8,1,22.6,8,1,13.8,8,1,11.6,0,8,1,1008.9,8,1,,0,1,5.7,8,ìåìÏìå,8,1,3.3,8,1,0,1,8,1
2024/4/26,ã‡,18.2,8,1,21.0,8,1,15.6,8,1,0.0,0,8,1,1009.6,8,1,,0,1,3.6,8,ìåñkìå,8,1,1.8,8,1,1.5,0,8,1
2024/4/27,ìy,18.6,8,1,20.4,8,1,17.1,8,1,0.0,0,8,1,1009.1,8,1,,0,1,4.9,8,êºñkêº,8,1,2.0,8,1,39.5,0,8,1
2024/4/28,ì˙,21.0,8,1,24.4,8,1,18.0,8,1,2.6,0,8,1,1012.7,8,1,,0,1,4.4,8,ìå,8,1,2.1,8,1,0.0,0,8,1
2024/4/29,åé,21.1,8,1,23.4,8,1,19.8,8,1,0.2,0,8,1,1006.1,8,1,,0,1,3.9,8,ìå,8,1,1.7,8,1,24.5,0,8,1
2024/4/30,âŒ,22.7,8,1,27.6,8,1,19.9,8,1,7.3,0,8,1,1002.1,8,1,,0,1,6.2,8,êºìÏêº,8,1,3.4,8,1,0.0,0,8,1
2024/5/1,êÖ,19.2,8,1,21.5,8,1,17.8,8,1,0.0,0,8,1,1004.6,8,1,,0,1,5.8,8,ñkìå,8,1,2.4,8,1,16.5,0,8,1
2024/5/2,ñÿ,18.0,8,1,20.4,8,1,16.1,8,1,2.6,0,8,1,1013.6,8,1,,0,1,5.1,8,ìå,8,1,2.8,8,1,0.0,0,8,1
2024/5/3,ã‡,19.8,8,1,24.1,8,1,14.9,8,1,7.3,0,8,1,1016.3,8,1,,0,1,6.7,8,ìå,8,1,3.4,8,1,0,1,8,1
2024/5/4,ìy,19.8,8,1,23.6,8,1,17.7,8,1,0.2,0,8,1,1017.5,8,1,,0,1,6.5,8,ìå,8,1,3.1,8,1,6.0,0,8,1
2024/5/5,ì˙,20.9,8,1,24.7,8,1,16.0,8,1,2.3,0,8,1,1017.7,8,1,,0,1,7.2,8,ìåìÏìå,8,1,3.7,8,1,0.0,0,8,1
2024/5/6,åé,21.3,8,1,22.8,8,1,19.8,8,1,0.0,0,8,1,1010.8,8,1,,0,1,5.4,8,ìÏìÏìå,8,1,2.8,8,1,76.5,0,8,1
2024/5/7,âŒ,21.0,8,1,24.9,8,1,17.3,8,1,3.1,0,8,1,1009.1,8,1,,0,1,9.3,8,êº,8,1,4.7,8,1,0,1,8,1
2024/5/8,êÖ,17.6,8,1,24.5,8,1,13.3,8,1,7.9,0,8,1,1010.2,8,1,,0,1,6.9,8,ìåñkìå,8,1,3.6,8,1,11.0,0,8,1
2024/5/9,ñÿ,16.6,8,1,21.5,8,1,12.1,8,1,12.1,0,8,1,1015.3,8,1,,0,1,5.3,8,ìåìÏìå,8,1,2.4,8,1,0.0,0,8,1
2024/5/10,ã‡,18.3,8,1,24.1,8,1,11.7,8,1,11.5,0,8,1,1019.6,8,1,,0,1,6.7,8,ìåìÏìå,8,1,3.0,8,1,0,1,8,1
2024/5/11,ìy,20.1,8,1,24.6,8,1,14.1,8,1,8.6,0,8,1,1018.3,8,1,,0,1,6.9,8,ìÏìå,8,1,3.4,8,1,0.0,0,8,1
2024/5/12,ì˙,20.1,8,1,21.5,8,1,18.5,8,1,0.0,0,8,1,1010.4,8,1,,0,1,4.7,8,ìÏêº,8,1,1.9,8,1,26.5,0,8,1
2024/5/13,åé,20.5,8,1,23.8,8,1,15.9,8,1,1.9,0,8,1,1007.7,8,1,,0,1,6.7,8,ñkìå,8,1,2.8,8,1,1.0,0,8,1
2024/5/14,âŒ,18.4,8,1,23.5,8,1,12.2,8,1,13.2,0,8,1,1013.9,8,1,,0,1,4.7,8,ìåìÏìå,8,1,2.6,8,1,0,1,8,1
2024/5/15,êÖ,19.8,8,1,26.0,8,1,15.1,8,1,5.0,0,8,1,1011.3,8,1,,0,1,6.9,8,êº,8,1,2.6,8,1,0.0,0,8,1
2024/5/16,ñÿ,19.7,8,1,25.8,8,1,15.0,8,1,13.2,0,8,1,1010.0,8,1,,0,1,13.0,8,êº,8,1,7.7,8,1,0,1,8,1
2024/5/17,ã‡,19.8,8,1,25.6,8,1,14.7,8,1,12.8,0,8,1,1015.9,8,1,,0,1,6.3,8,êº,8,1,3.5,8,1,0,1,8,1
2024/5/18,ìy,19.7,8,1,24.7,8,1,12.2,8,1,11.0,0,8,1,1016.7,8,1,,0,1,4.2,8,ìåñkìå,8,1,2.6,8,1,0,1,8,1
2024/5/19,ì˙,18.6,8,1,20.8,8,1,15.2,8,1,0.4,0,8,1,1014.2,8,1,,0,1,8.0,8,ñkñkìå,8,1,3.3,8,1,1.5,0,8,1
2024/5/20,åé,20.0,8,1,26.5,8,1,13.2,8,1,9.3,0,8,1,1012.8,8,1,,0,1,4.2,8,êºñkêº,8,1,2.6,8,1,0.0,0,8,1
2024/5/21,âŒ,21.9,8,1,29.2,8,1,17.2,8,1,6.0,0,8,1,1015.1,8,1,,0,1,5.4,8,ìåñkìå,8,1,2.5,8,1,0,1,8,1
2024/5/22,êÖ,20.2,8,1,23.4,8,1,17.9,8,1,0.0,0,8,1,1014.8,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.4,8,1,7.0,0,8,1
2024/5/23,ñÿ,19.7,8,1,21.0,8,1,18.4,8,1,0.0,0,8,1,1010.0,8,1,,0,1,5.7,8,ñkìå,8,1,3.1,8,1,8.0,0,8,1
2024/5/24,ã‡,22.4,8,1,27.3,8,1,18.8,8,1,2.8,0,8,1,1009.0,8,1,,0,1,4.5,8,ìåìÏìå,8,1,1.9,8,1,11.0,0,8,1
2024/5/25,ìy,22.3,8,1,26.7,8,1,18.2,8,1,12.2,0,8,1,1012.4,8,1,,0,1,5.1,8,ìå,8,1,2.6,8,1,0,1,8,1
2024/5/26,ì˙,22.2,8,1,26.0,8,1,17.8,8,1,5.5,0,8,1,1011.6,8,1,,0,1,5.9,8,ìåìÏìå,8,1,2.9,8,1,0.0,0,8,1
2024/5/27,åé,24.4,8,1,30.1,8,1,20.5,8,1,1.8,0,8,1,1003.4,8,1,,0,1,6.9,8,ìÏêº,8,1,2.7,8,1,47.0,0,8,1
2024/5/28,âŒ,22.4,8,1,25.5,8,1,20.2,8,1,1.6,0,8,1,997.8,8,1,,0,1,7.7,8,ñkìå,8,1,2.6,8,1,81.5,0,8,1
2024/5/29,êÖ,20.6,8,1,25.9,8,1,15.4,8,1,12.1,0,8,1,1009.6,8,1,,0,1,6.6,8,ìåìÏìå,8,1,3.0,8,1,0,1,8,1
2024/5/30,ñÿ,19.9,8,1,25.1,8,1,14.3,8,1,2.5,0,8,1,1010.9,8,1,,0,1,4.9,8,ìåñkìå,8,1,2.2,8,1,1.0,0,8,1
2024/5/31,ã‡,20.1,8,1,21.6,8,1,19.1,8,1,0.0,0,8,1,1007.6,8,1,,0,1,4.0,8,ìå,8,1,1.7,8,1,16.0,0,8,1
2024/6/1,ìy,21.9,8,1,26.5,8,1,17.2,8,1,10.9,0,8,1,1007.8,8,1,,0,1,5.5,8,ìÏìå,8,1,3.1,8,1,0,1,8,1
2024/6/2,ì˙,21.8,8,1,25.6,8,1,17.2,8,1,9.7,0,8,1,1006.0,8,1,,0,1,6.9,8,êº,8,1,3.0,8,1,0,1,8,1
2024/6/3,åé,21.3,8,1,24.9,8,1,18.8,8,1,8.3,0,8,1,1006.7,8,1,,0,1,5.6,8,ìå,8,1,2.6,8,1,0,1,8,1
2024/6/4,âŒ,21.3,8,1,25.4,8,1,17.0,8,1,8.7,0,8,1,1010.7,8,1,,0,1,6.4,8,ìåñkìå,8,1,3.0,8,1,0,1,8,1
2024/6/5,êÖ,21.3,8,1,26.0,8,1,15.8,8,1,10.8,0,8,1,1015.9,8,1,,0,1,5.9,8,ìå,8,1,3.0,8,1,0.0,0,8,1
2024/6/6,ñÿ,20.2,8,1,23.7,8,1,18.2,8,1,0.0,0,8,1,1015.9,8,1,,0,1,6.1,8,ñkìå,8,1,2.1,8,1,11.5,0,8,1
2024/6/7,ã‡,21.2,8,1,25.4,8,1,17.4,8,1,4.5,0,8,1,1013.5,8,1,,0,1,6.5,8,ñkìå,8,1,2.7,8,1,0.5,0,8,1
2024/6/8,ìy,21.9,8,1,24.5,8,1,19.0,8,1,0.5,0,8,1,1011.0,8,1,,0,1,5.9,8,ìåìÏìå,8,1,2.8,8,1,23.0,0,8,1
2024/6/9,ì˙,22.0,8,1,25.7,8,1,20.6,8,1,0.1,0,8,1,1004.8,8,1,,0,1,5.3,8,ñkñkìå,8,1,2.4,8,1,28.0,0,8,1
2024/6/10,åé,22.8,8,1,26.0,8,1,20.2,8,1,1.6,0,8,1,1008.0,8,1,,0,1,5.2,8,ìåìÏìå,8,1,2.1,8,1,0.0,0,8,1
2024/6/11,âŒ,23.2,8,1,27.6,8,1,19.6,8,1,4.5,0,8,1,1007.9,8,1,,0,1,5.3,8,ìå,8,1,2.5,8,1,0,1,8,1
2024/6/12,êÖ,22.7,8,1,24.9,8,1,21.3,8,1,0.6,0,8,1,1005.1,8,1,,0,1,6.4,8,ìåñkìå,8,1,2.9,8,1,1.0,0,8,1
2024/6/13,ñÿ,24.5,8,1,28.4,8,1,21.6,8,1,10.8,0,8,1,1003.4,8,1,,0,1,5.1,8,ñkìå,8,1,3.0,8,1,0.0,0,8,1
2024/6/14,ã‡,24.3,8,1,28.9,8,1,19.1,8,1,10.7,0,8,1,1005.8,8,1,,0,1,5.6,8,ìå,8,1,3.0,8,1,0.0,0,8,1
2024/6/15,ìy,23.6,8,1,25.0,8,1,22.4,8,1,0.0,0,8,1,1002.5,8,1,,0,1,5.2,8,ìå,8,1,2.4,8,1,7.5,0,8,1
2024/6/16,ì˙,26.8,8,1,33.2,8,1,21.0,8,1,9.7,0,8,1,1004.4,8,1,,0,1,7.0,8,êº,8,1,3.5,8,1,0,1,8,1
2024/6/17,åé,21.9,8,1,24.4,8,1,19.9,8,1,0.0,0,8,1,1007.3,8,1,,0,1,4.4,8,êº,8,1,1.7,8,1,89.0,0,8,1
2024/6/18,âŒ,23.1,8,1,27.8,8,1,19.8,8,1,4.4,0,8,1,1002.5,8,1,,0,1,5.4,8,ìåñkìå,8,1,1.9,8,1,25.5,0,8,1
2024/6/19,êÖ,24.8,8,1,29.4,8,1,20.0,8,1,7.1,0,8,1,1008.5,8,1,,0,1,4.3,8,ìåìÏìå,8,1,2.2,8,1,0.0,0,8,1
2024/6/20,ñÿ,20.9,8,1,24.3,8,1,18.6,8,1,0.0,0,8,1,1006.9,8,1,,0,1,4.9,8,ñkìå,8,1,2.0,8,1,144.0,0,8,1
2024/6/21,ã‡,25.3,8,1,30.1,8,1,20.3,8,1,9.5,0,8,1,1001.5,8,1,,0,1,8.1,8,êºìÏêº,8,1,3.4,8,1,21.5,0,8,1
2024/6/22,ìy,26.2,8,1,31.4,8,1,22.6,8,1,1.2,0,8,1,1004.1,8,1,,0,1,8.1,8,êºìÏêº,8,1,3.0,8,1,40.0,0,8,1
2024/6/23,ì˙,29.2,8,1,32.6,8,1,27.4,8,1,0.6,0,8,1,1002.1,8,1,,0,1,10.1,8,êºìÏêº,8,1,7.0,8,1,0.5,0,8,1
2024/6/24,åé,26.4,8,1,29.2,8,1,24.4,8,1,0.1,0,8,1,1005.8,8,1,,0,1,6.1,8,ìÏêº,8,1,3.3,8,1,65.0,0,8,1
2024/6/25,âŒ,25.7,8,1,30.1,8,1,22.5,8,1,1.3,0,8,1,1009.7,8,1,,0,1,6.7,8,êºìÏêº,8,1,3.5,8,1,18.0,0,8,1
2024/6/26,êÖ,24.0,8,1,28.4,8,1,22.1,8,1,1.2,0,8,1,1013.8,8,1,,0,1,4.9,8,ìåìÏìå,8,1,1.9,8,1,6.5,0,8,1
2024/6/27,ñÿ,23.6,8,1,26.7,8,1,22.3,8,1,0.3,0,8,1,1012.8,8,1,,0,1,4.2,8,êº,8,1,1.4,8,1,62.5,0,8,1
2024/6/28,ã‡,24.7,8,1,27.7,8,1,22.6,8,1,0.1,0,8,1,1008.3,8,1,,0,1,6.1,8,êºìÏêº,8,1,2.6,8,1,42.0,0,8,1
2024/6/29,ìy,25.5,8,1,27.7,8,1,23.7,8,1,0.0,0,8,1,1010.0,8,1,,0,1,6.0,8,êº,8,1,2.1,8,1,6.0,0,8,1
2024/6/30,ì˙,28.3,8,1,33.3,8,1,23.4,8,1,4.5,0,8,1,1006.6,8,1,,0,1,8.7,8,êºìÏêº,8,1,4.1,8,1,0.0,0,8,1
2024/7/1,åé,28.8,8,1,31.9,8,1,26.1,8,1,2.7,0,8,1,1005.4,8,1,,0,1,8.8,8,êºìÏêº,8,1,4.9,8,1,3.5,0,8,1
2024/7/2,âŒ,30.4,8,1,35.5,8,1,25.5,8,1,12.5,0,8,1,1009.4,8,1,,0,1,8.0,8,êºìÏêº,8,1,4.1,8,1,0,1,8,1
2024/7/3,êÖ,30.9,8,1,36.2,8,1,25.2,8,1,12.4,0,8,1,1012.7,8,1,,0,1,7.1,8,êº,8,1,4.5,8,1,0,1,8,1
2024/7/4,ñÿ,31.1,8,1,36.6,8,1,27.4,8,1,13.7,0,8,1,1010.0,8,1,,0,1,8.3,8,êº,8,1,5.5,8,1,0,1,8,1
2024/7/5,ã‡,30.9,8,1,35.6,8,1,27.1,8,1,10.8,0,8,1,1007.7,8,1,,0,1,8.6,8,êº,8,1,5.1,8,1,0,1,8,1
2024/7/6,ìy,31.5,8,1,36.9,8,1,27.5,8,1,13.7,0,8,1,1008.9,8,1,,0,1,8.2,8,êº,8,1,5.5,8,1,0,1,8,1
2024/7/7,ì˙,31.3,8,1,36.6,8,1,27.2,8,1,12.2,0,8,1,1008.9,8,1,,0,1,8.2,8,êºìÏêº,8,1,5.0,8,1,0.0,0,8,1
2024/7/8,åé,31.4,8,1,36.3,8,1,27.2,8,1,10.5,0,8,1,1007.8,8,1,,0,1,7.6,8,êºìÏêº,8,1,4.6,8,1,0,1,8,1
2024/7/9,âŒ,31.2,8,1,35.8,8,1,27.3,8,1,10.3,0,8,1,1007.9,8,1,,0,1,8.7,8,êº,8,1,4.5,8,1,0.0,0,8,1
2024/7/10,êÖ,29.2,8,1,32.7,8,1,26.6,8,1,3.0,0,8,1,1005.2,8,1,,0,1,9.6,8,êºìÏêº,8,1,4.2,8,1,8.0,0,8,1
2024/7/11,ñÿ,27.6,8,1,30.0,8,1,24.0,8,1,0.2,0,8,1,1001.9,8,1,,0,1,8.5,8,êºìÏêº,8,1,3.9,8,1,13.0,0,8,1
2024/7/12,ã‡,25.5,8,1,28.9,8,1,23.4,8,1,0.1,0,8,1,1001.6,8,1,,0,1,5.7,8,êº,8,1,2.3,8,1,49.0,0,8,1
2024/7/13,ìy,25.4,8,1,29.0,8,1,23.5,8,1,0.0,0,8,1,1006.0,8,1,,0,1,6.3,8,êºìÏêº,8,1,2.2,8,1,15.5,0,8,1
2024/7/14,ì˙,25.5,8,1,28.4,8,1,23.9,8,1,0.5,0,8,1,1011.2,8,1,,0,1,5.0,8,êº,8,1,1.8,8,1,31.5,0,8,1
2024/7/15,åé,25.0,8,1,26.3,8,1,23.7,8,1,0.0,0,8,1,1012.3,8,1,,0,1,5.1,8,êº,8,1,2.6,8,1,7.5,0,8,1
2024/7/16,âŒ,26.7,8,1,32.6,8,1,23.2,8,1,10.1,0,8,1,1012.9,8,1,,0,1,5.0,8,ìåìÏìå,8,1,2.5,8,1,13.5,0,8,1
2024/7/17,êÖ,28.5,8,1,33.6,8,1,23.5,8,1,11.4,0,8,1,1011.8,8,1,,0,1,5.7,8,ìåìÏìå,8,1,2.5,8,1,0,1,8,1
2024/7/18,ñÿ,28.4,8,1,34.7,8,1,23.7,8,1,3.0,0,8,1,1009.5,8,1,,0,1,5.8,8,êºìÏêº,8,1,2.3,8,1,2.5,0,8,1
2024/7/19,ã‡,31.3,8,1,35.8,8,1,26.3,8,1,12.5,0,8,1,1008.8,8,1,,0,1,9.4,8,êº,8,1,3.9,8,1,0,1,8,1
2024/7/20,ìy,32.2,8,1,37.0,8,1,27.3,8,1,13.4,0,8,1,1010.2,8,1,,0,1,6.5,8,ìÏêº,8,1,3.7,8,1,0,1,8,1
2024/7/21,ì˙,32.2,8,1,37.3,8,1,27.4,8,1,11.7,0,8,1,1009.9,8,1,,0,1,5.2,8,ìåìÏìå,8,1,3.1,8,1,0.0,0,8,1
2024/7/22,åé,31.5,8,1,36.2,8,1,27.9,8,1,11.1,0,5,1,1009.2,8,1,,0,1,6.6,5,ìÏìå),5,1,2.9,5,1,0.0,0,8,1
2024/7/23,âŒ,30.5,8,1,34.4,8,1,26.5,8,1,11.7,0,8,1,1007.6,8,1,,0,1,5.5,8,ìÏìå,8,1,2.8,8,1,0,1,8,1
2024/7/24,êÖ,30.0,8,1,33.7,5,1,26.6,5,1,9.7,0,8,1,1006.4,8,1,,0,1,5.7,8,ìÏìå,8,1,2.5,8,1,0,1,8,1
2024/7/25,ñÿ,28.2,8,1,32.4,8,1,26.0,8,1,7.4,0,8,1,1007.9,8,1,,0,1,5.6,8,ìåìÏìå,8,1,2.5,8,1,10.0,0,8,1
2024/7/26,ã‡,28.3,8,1,31.6,8,1,25.9,8,1,2.8,0,8,1,1012.8,8,1,,0,1,5.3,8,ìÏìå,8,1,2.5,8,1,11.5,0,8,1
2024/7/27,ìy,28.7,8,1,32.0,8,1,25.9,8,1,6.4,0,8,1,1016.9,8,1,,0,1,4.7,8,ìÏìå,8,1,2.1,8,1,9.5,0,8,1
