1,ЧяШaВQФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,
2,Сж1Х\Б@ТjПЧХ РlМыЛyВ—РҐС—РФБ|КоЦ{ТPИ Лж,,,,,,,,,,,
3,,,,,,,,,1) БuРlМыПWТЖТnЛжХДНЖБvВЌБCБu01БvВ≈В†ВкВќРlМыПWТЖТnЛжБCБu51БvВ≈В†ВкВќПАРlМыПWТЖТnЛжВ≈В†ВйВ±В∆ВрХ\ВЈБBВ»В®БCОsЛжТђСЇУаВ…РlМыПWТЖТnЛжВвПАРlМыПWТЖТnЛжВ™Х°РФСґНЁВЈВйПкНЗВЌБCРlМыВћСеВЂВҐРlМыПWТЖТnЛжВ©ВзБC01БC02БcБiПАРlМыПWТЖТnЛжВЌ51БC52БcБjВ∆ХtЧ^ВµВƒВҐВйБB,,,
4,,,,,,,,,РlМы,РlМы,РlМы,РҐС—РФ
15633,"45208","007002010","  60.1. 1","Л{НиМІ","РЉУsОs","ЧLЛgТђ","УсТЪЦЏ","01",80,44,36,47
15634,"45208","007002020","  60.1. 2","Л{НиМІ","РЉУsОs","ЧLЛgТђ","УсТЪЦЏ","01",10,4,6,7
15635,"45208","007003010","  61.1. 1","Л{НиМІ","РЉУsОs","ЧLЛgТђ","ОOТЪЦЏ","01",54,22,32,20
15636,"45208","007003020","  61.1. 2","Л{НиМІ","РЉУsОs","ЧLЛgТђ","ОOТЪЦЏ","",42,20,22,21
15637,"45208","008000010","  54.1. 2","Л{НиМІ","РЉУsОs","РЕЧђНиТђ","","01",76,35,41,34
15638,"45208","009001010","  56.1. 1","Л{НиМІ","РЉУsОs","ТЖЙЫТђ","ИкТЪЦЏ","01",33,20,13,16
15639,"45208","009001020","  55.1. 2","Л{НиМІ","РЉУsОs","ТЖЙЫТђ","ИкТЪЦЏ","01",47,22,25,19
15640,"45208","009002010","  55.1. 1","Л{НиМІ","РЉУsОs","ТЖЙЫТђ","УсТЪЦЏ","01",76,34,42,44
15641,"45208","009002020","  54.1. 3","Л{НиМІ","РЉУsОs","ТЖЙЫТђ","УсТЪЦЏ","",37,17,20,15
15642,"45208","010000010","  69.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",109,56,53,44
15643,"45208","010000020","  68.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",66,30,36,22
15644,"45208","010000030","  71.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",148,71,77,70
15645,"45208","010000040","  69.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",53,23,30,25
15646,"45208","010000050","  70.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",53,22,31,24
15647,"45208","010000060","  86.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",54,24,30,21
15648,"45208","010000070"," 104.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",156,76,80,69
15649,"45208","010000080"," 105.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",141,73,68,60
15650,"45208","010000080"," 106.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",57,27,30,30
15651,"45208","010000090"," 103.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",174,84,90,64
15652,"45208","010000100"," 251.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",22,11,11,11
15653,"45208","010000110"," 252.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",130,55,75,44
15654,"45208","010000120"," 253.4.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",65,18,47,1
15655,"45208","010000130"," 254.4.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",80,48,32,1
15656,"45208","010000140","  10.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",43,21,22,20
15657,"45208","010000150","  10.1. 3","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",25,14,11,14
15658,"45208","010000160","  16.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",115,53,62,45
15659,"45208","010000170","  15.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",115,49,66,48
15660,"45208","010000180","  23.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",28,15,13,18
15661,"45208","010000190","  23.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",46,23,23,19
15662,"45208","010000200","  25.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",8,6,2,3
15663,"45208","010000210","  68.1. 3","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",9,4,5,3
15664,"45208","010000220","  74.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",7,3,4,2
15665,"45208","010000230","  74.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",61,32,29,21
15666,"45208","010000240","  70.1. 4","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",16,8,8,3
15667,"45208","010000250","  86.1. 4","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","01",3,2,1,3
15668,"45208","010000260"," 104.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙEПЉ","","",29,25,4,1
15669,"45208","011000010","  25.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",143,63,80,60
15670,"45208","011000020","  26.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",85,41,44,39
15671,"45208","011000050","  35.1. 3","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",56,29,27,21
15672,"45208","011000060","  79.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",66,24,42,29
15673,"45208","011000070","  79.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",84,31,53,40
15674,"45208","011000080","  78.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",151,78,73,57
15675,"45208","011000090","  80.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",130,64,66,54
15676,"45208","011000090","  81.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",96,48,48,44
15677,"45208","011000100","  81.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",47,26,21,25
15678,"45208","011000110","  82.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",84,39,45,41
15679,"45208","011000120","  83.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",177,85,92,75
15680,"45208","011000130","  84.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",108,52,56,52
15681,"45208","011000180","  75.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",83,49,34,37
15682,"45208","011000190","  70.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",62,30,32,28
15683,"45208","011000200","  73.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",33,17,16,10
15684,"45208","011000210","  72.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",127,59,68,47
15685,"45208","011000220","  90.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",50,25,25,23
15686,"45208","011000230","  90.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",97,45,52,43
15687,"45208","011000240","  89.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",67,33,34,29
15688,"45208","011000250","  89.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",74,37,37,34
15689,"45208","011000260","  88.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",99,44,55,39
15690,"45208","011000270","  12.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",132,54,78,62
15691,"45208","011000280","  94.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",112,55,57,45
15692,"45208","011000280","  95.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",79,40,39,34
15693,"45208","011000290","  93.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",117,56,61,42
15694,"45208","011000300","  91.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",100,45,55,43
15695,"45208","011000310","  92.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",171,82,89,65
15696,"45208","011000320"," 103.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",46,24,22,19
15697,"45208","011000330"," 107.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",176,85,91,74
15698,"45208","011000340"," 102.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",61,29,32,24
15699,"45208","011000350"," 100.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",152,76,76,56
15700,"45208","011000350"," 101.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",189,94,95,77
15701,"45208","011000360"," 108.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",127,65,62,44
15702,"45208","011000370"," 176.2.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",-,-,-,-
15703,"45208","011000380","  76.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",103,47,56,40
15704,"45208","011000380","  77.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",115,56,59,47
15705,"45208","011000390","   1.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",78,38,40,49
15706,"45208","011000390","   2.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",86,46,40,49
15707,"45208","011000400","  74.1. 3","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",85,41,44,30
15708,"45208","011000410","  10.1. 4","Л{НиМІ","РЉУsОs","СеОЪОOСо","","01",32,12,20,12
15709,"45208","011000420","  10.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",14,8,6,5
15710,"45208","011000430","  23.1. 3","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",61,31,30,23
15711,"45208","011000440","  17.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",155,68,87,60
15712,"45208","011000450","  18.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",166,84,82,63
15713,"45208","011000460","  30.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",84,38,46,28
15714,"45208","011000470","  19.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",128,54,74,53
15715,"45208","011000480","  20.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",61,20,41,32
15716,"45208","011000490","  21.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",73,27,46,37
15717,"45208","011000500","  22.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",119,58,61,50
15718,"45208","011000510","  27.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",94,51,43,38
15719,"45208","011000520","  30.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",121,58,63,51
15720,"45208","011000530","  72.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",-,-,-,-
15721,"45208","011000540","  88.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOСо","","",10,4,6,4
15722,"45208","012000011","  96.1. 1","Л{НиМІ","РЉУsОs","СеОЪРіРЕ","","",88,48,40,39
15723,"45208","012000012","  97.4.  ","Л{НиМІ","РЉУsОs","СеОЪРіРЕ","","",49,12,37,1
15724,"45208","012000020","  99.1.  ","Л{НиМІ","РЉУsОs","СеОЪРіРЕ","","",200,97,103,77
15725,"45208","012000030","  96.1. 2","Л{НиМІ","РЉУsОs","СеОЪРіРЕ","","",100,40,60,34
15726,"45208","012000040","  98.1.  ","Л{НиМІ","РЉУsОs","СеОЪРіРЕ","","",127,60,67,45
15727,"45208","013000010","   9.1.  ","Л{НиМІ","РЉУsОs","СеОЪН»","","01",182,89,93,77
15728,"45208","013000020","  11.1. 1","Л{НиМІ","РЉУsОs","СеОЪН»","","01",129,49,80,41
15729,"45208","013000030","  11.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","01",18,8,10,11
15730,"45208","013000040","  70.1. 3","Л{НиМІ","РЉУsОs","СеОЪН»","","01",38,21,17,18
15731,"45208","013000050","  73.1. 1","Л{НиМІ","РЉУsОs","СеОЪН»","","01",79,39,40,36
15732,"45208","013000060","  85.1.  ","Л{НиМІ","РЉУsОs","СеОЪН»","","01",162,71,91,68
15733,"45208","013000070","  87.1. 1","Л{НиМІ","РЉУsОs","СеОЪН»","","01",68,40,28,36
15734,"45208","013000080","  87.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","01",41,19,22,12
15735,"45208","013000090","  86.1. 3","Л{НиМІ","РЉУsОs","СеОЪН»","","01",26,14,12,16
15736,"45208","013000100","  86.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","01",20,9,11,13
15737,"45208","013000110","  16.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","",14,5,9,7
15738,"45208","013000120","  24.1.  ","Л{НиМІ","РЉУsОs","СеОЪН»","","",156,75,81,61
15739,"45208","013000130","  18.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","",18,7,11,7
15740,"45208","013000140","  25.1. 3","Л{НиМІ","РЉУsОs","СеОЪН»","","",5,3,2,2
15741,"45208","013000150","  52.1. 2","Л{НиМІ","РЉУsОs","СеОЪН»","","",25,12,13,11
15742,"45208","013000160","  41.1. 5","Л{НиМІ","РЉУsОs","СеОЪН»","","",14,6,8,6
15743,"45208","013000170","  68.1. 4","Л{НиМІ","РЉУsОs","СеОЪН»","","",-,-,-,-
15744,"45208","014000010"," 112.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙ™Хx","","",140,71,69,57
15745,"45208","014000020"," 110.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙ™Хx","","",179,90,89,79
15746,"45208","014000030"," 111.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙ™Хx","","",204,88,116,73
15747,"45208","014000040"," 109.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙ™Хx","","",162,80,82,57
15748,"45208","015000010"," 116.1.  ","Л{НиМІ","РЉУsОs","СеОЪМїЙ§УЗ","","",75,32,43,32
15749,"45208","016000010"," 113.1.  ","Л{НиМІ","РЉУsОs","СеОЪНХРґЦм","","",216,102,114,90
15750,"45208","016000020"," 114.1.  ","Л{НиМІ","РЉУsОs","СеОЪНХРґЦм","","",127,61,66,52
15751,"45208","016000030"," 115.1.  ","Л{НиМІ","РЉУsОs","СеОЪНХРґЦм","","",122,57,65,50
15752,"45208","017000010","  31.1. 1","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",46,22,24,5
15753,"45208","017000020","  31.1. 2","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",95,46,49,32
15754,"45208","017000030","  33.1.  ","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","01",116,52,64,50
15755,"45208","017000040","  34.1. 2","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","01",106,43,63,45
15756,"45208","017000050","  34.1. 1","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","01",43,21,22,18
15757,"45208","017000060","  35.1. 1","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",41,21,20,14
15758,"45208","017000070","  35.1. 2","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",23,7,16,9
15759,"45208","017000080","  36.1.  ","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","01",172,78,94,65
15760,"45208","017000090","  32.1. 1","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",26,10,16,10
15761,"45208","017000100","  32.1. 2","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",72,33,39,31
15762,"45208","017000110","  37.1.  ","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",66,33,33,38
15763,"45208","017000120","  38.1.  ","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",114,59,55,57
15764,"45208","017000130","  42.4.  ","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","01",164,78,86,1
15765,"45208","017000140","  41.1. 1","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",37,16,21,21
15766,"45208","017000150"," 252.1. 2","Л{НиМІ","РЉУsОs","СеОЪТ≤Уa","","",18,9,9,8
15767,"45208","018000010"," 206.2.  ","Л{НиМІ","РЉУsОs","СеОЪХ–Уа","","",-,-,-,-
15768,"45208","018000020"," 212.2.  ","Л{НиМІ","РЉУsОs","СеОЪХ–Уа","","",3,2,1,2
15769,"45208","019000010"," 244.1. 1","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",8,6,2,4
15770,"45208","019000020"," 246.1.  ","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",149,75,74,61
15771,"45208","019000030"," 249.1. 3","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",100,49,51,41
15772,"45208","019000040"," 251.1. 2","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",26,12,14,11
15773,"45208","019000050"," 251.1. 3","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",38,18,20,17
15774,"45208","019000060"," 249.1. 1","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",30,16,14,11
15775,"45208","019000070"," 248.1. 3","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",37,18,19,14
15776,"45208","019000080"," 247.1. 2","Л{НиМІ","РЉУsОs","СеОЪТГЙPМі","","",11,5,6,7
15777,"45208","020000010"," 215.2.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",5,3,2,5
15778,"45208","020000020"," 216.2.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",-,-,-,-
15779,"45208","020000030"," 214.2.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",5,2,3,4
15780,"45208","020000040"," 238.1. 1","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",76,35,41,36
15781,"45208","020000050"," 239.1.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",75,40,35,31
15782,"45208","020000060"," 241.1.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",165,87,78,65
15783,"45208","020000070"," 240.1.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",105,45,60,54
15784,"45208","020000080"," 242.1.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",103,54,49,46
15785,"45208","020000090"," 243.1.  ","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",162,81,81,59
15786,"45208","020000100"," 247.1. 1","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",47,23,24,21
15787,"45208","020000110"," 247.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",13,8,5,6
15788,"45208","020000120"," 248.1. 1","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",44,20,24,17
15789,"45208","020000130"," 245.1. 1","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",61,31,30,23
15790,"45208","020000140"," 221.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",4,1,3,2
15791,"45208","020000150"," 224.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",-,-,-,-
15792,"45208","020000160"," 224.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",17,8,9,5
15793,"45208","020000170"," 226.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",25,13,12,11
15794,"45208","020000180"," 226.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",4,1,3,3
15795,"45208","020000190"," 226.1. 4","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",22,12,10,7
15796,"45208","020000200"," 229.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",2,1,1,1
15797,"45208","020000210"," 230.1. 1","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",2,1,1,1
15798,"45208","020000220"," 230.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",54,26,28,18
15799,"45208","020000230"," 231.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",45,18,27,16
15800,"45208","020000240"," 231.1. 3","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",7,4,3,4
15801,"45208","020000250"," 232.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",3,2,1,2
15802,"45208","020000260"," 233.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",6,4,2,5
15803,"45208","020000270"," 224.1. 4","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",49,22,27,19
15804,"45208","020000280"," 244.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",48,24,24,20
15805,"45208","020000290"," 249.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",13,5,8,5
15806,"45208","020000300"," 248.1. 2","Л{НиМІ","РЉУsОs","СеОЪХдЦk","","",102,32,70,7
15807,"45208","021000010"," 217.2.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",9,3,6,6
15808,"45208","021000020"," 213.2.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",15,8,7,9
15809,"45208","021000030"," 218.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",62,25,37,32
15810,"45208","021000040"," 219.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",35,17,18,19
15811,"45208","021000050"," 219.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",82,43,39,29
15812,"45208","021000060"," 220.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",60,27,33,24
15813,"45208","021000070"," 220.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",47,22,25,19
15814,"45208","021000080"," 221.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",77,36,41,29
15815,"45208","021000090"," 229.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",83,40,43,33
15816,"45208","021000100"," 229.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",48,21,27,20
15817,"45208","021000110"," 226.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",72,31,41,34
15818,"45208","021000120"," 227.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",59,28,31,29
15819,"45208","021000120"," 228.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",74,30,44,33
15820,"45208","021000130"," 221.1. 3","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",41,19,22,16
15821,"45208","021000140"," 222.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",66,29,37,27
15822,"45208","021000150"," 223.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",85,40,45,36
15823,"45208","021000160"," 222.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",74,33,41,29
15824,"45208","021000170"," 224.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",22,8,14,9
15825,"45208","021000180"," 225.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",102,45,57,42
15826,"45208","021000190"," 231.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",75,32,43,33
15827,"45208","021000200"," 230.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",84,38,46,30
15828,"45208","021000210"," 230.1. 4","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",78,39,39,26
15829,"45208","021000220"," 232.1. 3","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",58,30,28,34
15830,"45208","021000230"," 232.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",69,36,33,35
15831,"45208","021000240"," 233.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",78,36,42,29
15832,"45208","021000250"," 224.1. 5","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",11,4,7,7
15833,"45208","021000260"," 234.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",122,55,67,44
15834,"45208","021000270"," 235.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",96,49,47,39
15835,"45208","021000280"," 236.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",41,20,21,15
15836,"45208","021000290"," 236.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",79,35,44,27
15837,"45208","021000300"," 237.1. 1","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",62,35,27,24
15838,"45208","021000310"," 237.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",76,38,38,32
15839,"45208","021000320"," 245.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",35,18,17,13
15840,"45208","021000330"," 250.1.  ","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",172,76,96,58
15841,"45208","021000340"," 238.1. 2","Л{НиМІ","РЉУsОs","СеОЪУмХы","","",4,2,2,2
15842,"45208","022000010"," 175.2.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",-,-,-,-
15843,"45208","022000020"," 180.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",110,54,56,47
15844,"45208","022000030"," 180.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",7,4,3,4
15845,"45208","022000040"," 181.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",143,68,75,58
15846,"45208","022000050"," 182.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",76,39,37,37
15847,"45208","022000060"," 182.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",50,22,28,24
15848,"45208","022000070"," 185.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",68,32,36,34
15849,"45208","022000080"," 185.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",82,35,47,34
15850,"45208","022000090"," 184.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",88,48,40,43
15851,"45208","022000100"," 183.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",51,27,24,27
15852,"45208","022000110"," 183.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",62,28,34,25
15853,"45208","022000120"," 186.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",119,57,62,51
15854,"45208","022000130"," 179.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",81,41,40,33
15855,"45208","022000140"," 178.1.  ","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",78,39,39,39
15856,"45208","022000150"," 177.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",36,17,19,15
15857,"45208","022000160"," 177.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",29,12,17,12
15858,"45208","022000170"," 187.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",65,36,29,31
15859,"45208","022000180"," 187.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",38,20,18,18
15860,"45208","022000190"," 190.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",68,32,36,29
15861,"45208","022000200"," 190.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",11,5,6,8
15862,"45208","022000210"," 193.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",55,24,31,20
15863,"45208","022000220"," 192.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",140,66,74,46
15864,"45208","022000230"," 193.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",83,39,44,36
